device_url,name,pictures,specifications
https://www.gsmarena.com/benefon_twin-41.php,Benefon Twin,"[""https://fdn2.gsmarena.com/vv/bigpic/betwinb.gif""]","{""url"": ""https://www.gsmarena.com/benefon_twin-41.php"", ""pictures"": ""[\""https://fdn2.gsmarena.com/vv/bigpic/betwinb.gif\""]"", ""name"": ""Benefon Twin"", ""Network"": {""Technology"": ""GSM"", ""2G bands"": ""GSM 900 / 1800"", ""GPRS"": ""No"", ""EDGE"": ""No""}, ""Launch"": {""Announced"": ""2000"", ""Status"": ""Discontinued""}, ""Body"": {""Dimensions"": ""112 x 49 x 27 mm, 115 cc (4.41 x 1.93 x 1.06 in)"", ""Weight"": ""105 g (3.70 oz)"", ""SIM"": ""Mini-SIM""}, ""Display"": {""Type"": ""Monochrome graphic"", ""Size"": """", ""Resolution"": ""100 x 48 pixels, 6 lines"", """": ""Electro-luminescent lighting\r\nDynamic & user-selectable font size""}, ""Memory"": {""Card slot"": ""No"", ""Phonebook"": ""255"", ""Call records"": ""15 dialed, 5 received, 5 missed calls""}, ""Camera"": {"""": ""No""}, ""Sound"": {""Loudspeaker"": ""No"", ""Alert types"": ""Downloadable monophonic ringtones"", ""3.5mm jack"": ""No"", """": ""Personalised ringing melodies\r\nAscending alert\r\nSeveral SMS alert tones and tone levels""}, ""Comms"": {""WLAN"": ""No"", ""Bluetooth"": ""No"", ""Positioning"": ""No"", ""Radio"": ""No"", ""USB"": """"}, ""Features"": {""Sensors"": """", ""Messaging"": ""SMS"", ""Browser"": """", ""Clock"": ""Yes"", ""Alarm"": ""Yes"", ""Games"": ""3 - Wall breaker, Galactic gunner, Labyrinth"", ""Java"": ""No"", """": ""Predictive text input\r\nOrganizer\r\nPhone ON/OFF timers\r\nUser-changeable display masks""}, ""Battery"": {""Type"": ""Removable Li-Ion 650 mAh battery"", ""Stand-by"": ""200 h"", ""Talk time"": ""9 h""}, ""Misc"": {""Colors"": ""3""}}"
https://www.gsmarena.com/benefon_esc!-44.php,Benefon Esc!,"[""https://fdn2.gsmarena.com/vv/bigpic/beescb.gif""]","{""url"": ""https://www.gsmarena.com/benefon_esc!-44.php"", ""pictures"": ""[\""https://fdn2.gsmarena.com/vv/bigpic/beescb.gif\""]"", ""name"": ""Benefon Esc!"", ""Network"": {""Technology"": ""GSM"", ""2G bands"": ""GSM 900 / 1800"", ""GPRS"": ""No"", ""EDGE"": ""No""}, ""Launch"": {""Announced"": ""1999"", ""Status"": ""Discontinued""}, ""Body"": {""Dimensions"": ""129 x 49 x 23 mm, 138 cc (5.08 x 1.93 x 0.91 in)"", ""Weight"": ""150 g (5.29 oz)"", ""SIM"": ""Mini-SIM""}, ""Display"": {""Type"": ""Monochrome graphic"", ""Size"": """", ""Resolution"": ""100 x 160 pixels, 20 lines, 16:10 ratio"", """": ""Electro-luminescent lighting\r\nDynamic & user-selectable font size\r\nMaps""}, ""Memory"": {""Card slot"": ""No"", ""Phonebook"": ""255"", ""Call records"": ""15 dialed, 10 received, 10 missed calls""}, ""Camera"": {"""": ""No""}, ""Sound"": {""Loudspeaker"": ""No"", ""Alert types"": ""Vibration; Downloadable monophonic ringtones"", ""3.5mm jack"": ""No"", """": ""Personalised ringing melodies\r\nAscending alert\r\nSeveral SMS alert tones and tone levels""}, ""Comms"": {""WLAN"": ""No"", ""Bluetooth"": ""No"", ""Positioning"": ""GPS"", ""Infrared port"": ""Yes"", ""Radio"": ""No"", ""USB"": """"}, ""Features"": {""Sensors"": """", ""Messaging"": ""SMS"", ""Browser"": """", ""Clock"": ""Yes"", ""Alarm"": ""Yes"", ""Games"": ""3"", ""Java"": ""No"", """": ""Predictive text input\r\nOrganizer\r\nPhone ON/OFF timers""}, ""Battery"": {""Type"": ""Removable Li-Ion 700 mAh battery"", ""Stand-by"": ""240 h"", ""Talk time"": ""10 h""}, ""Misc"": {""Colors"": """"}}"
https://www.gsmarena.com/benefon_io-45.php,Benefon iO,"[""https://fdn2.gsmarena.com/vv/bigpic/beiob.gif""]","{""url"": ""https://www.gsmarena.com/benefon_io-45.php"", ""pictures"": ""[\""https://fdn2.gsmarena.com/vv/bigpic/beiob.gif\""]"", ""name"": ""Benefon iO"", ""Network"": {""Technology"": ""GSM"", ""2G bands"": ""GSM 900"", ""GPRS"": ""No"", ""EDGE"": ""No""}, ""Launch"": {""Announced"": ""1999"", ""Status"": ""Discontinued""}, ""Body"": {""Dimensions"": ""122 x 56 x 24 mm (4.80 x 2.20 x 0.94 in)"", ""Weight"": ""167 g (5.89 oz)"", ""SIM"": ""Mini-SIM""}, ""Display"": {""Type"": ""Monochrome graphic"", ""Size"": """", ""Resolution"": ""6 lines"", """": ""Dynamic & user-selectable font size\r\nCyrillic characters""}, ""Memory"": {""Card slot"": ""No"", ""Phonebook"": ""SIM only"", ""Call records"": ""15 dialed, 5 received, 5 missed calls""}, ""Camera"": {"""": ""No""}, ""Sound"": {""Loudspeaker"": ""No"", ""Alert types"": ""Vibration; Monophonic ringtones"", ""3.5mm jack"": ""No""}, ""Comms"": {""WLAN"": ""No"", ""Bluetooth"": ""No"", ""Positioning"": ""No"", ""Radio"": ""No"", ""USB"": """"}, ""Features"": {""Sensors"": """", ""Messaging"": ""SMS"", ""Browser"": """", ""Clock"": ""Yes"", ""Alarm"": ""Yes"", ""Games"": ""3"", ""Java"": ""No"", """": ""Predictive text input\r\nOrganizer\r\nPhone ON/OFF timers\r\nTemperature indicator""}, ""Battery"": {""Type"": ""Removable NiMH 700 mAh battery"", ""Stand-by"": ""60 h"", ""Talk time"": ""5 h""}, ""Misc"": {""Colors"": ""6""}}"
https://www.gsmarena.com/benefon_vega-46.php,Benefon Vega,"[""https://fdn2.gsmarena.com/vv/bigpic/bevegab.gif""]","{""url"": ""https://www.gsmarena.com/benefon_vega-46.php"", ""pictures"": ""[\""https://fdn2.gsmarena.com/vv/bigpic/bevegab.gif\""]"", ""name"": ""Benefon Vega"", ""Network"": {""Technology"": ""GSM"", ""2G bands"": ""GSM 900"", ""GPRS"": ""No"", ""EDGE"": ""No""}, ""Launch"": {""Announced"": ""1999"", ""Status"": ""Discontinued""}, ""Body"": {""Dimensions"": ""145 x 56 x 23 mm (5.71 x 2.20 x 0.91 in)"", ""Weight"": ""190 g (6.70 oz)"", ""SIM"": ""Mini-SIM""}, ""Display"": {""Type"": ""Monochrome graphic"", ""Size"": """", ""Resolution"": ""6 lines"", """": ""Cyrillic characters""}, ""Memory"": {""Card slot"": ""No"", ""Phonebook"": ""SIM only"", ""Call records"": ""15 dialed, 12 received, 12 missed calls""}, ""Camera"": {"""": ""No""}, ""Sound"": {""Loudspeaker"": ""No"", ""Alert types"": ""Vibration; Monophonic ringtones"", ""3.5mm jack"": ""No""}, ""Comms"": {""WLAN"": ""No"", ""Bluetooth"": ""No"", ""Positioning"": ""No"", ""Radio"": ""No"", ""USB"": """"}, ""Features"": {""Sensors"": """", ""Messaging"": ""SMS"", ""Browser"": """", ""Clock"": ""Yes"", ""Alarm"": ""Yes"", ""Games"": ""No"", ""Java"": ""No"", """": ""Organizer""}, ""Battery"": {""Type"": ""Removable Li-Ion battery"", ""Stand-by"": ""3 - 6 days"", ""Talk time"": ""4 - 10 h""}, ""Misc"": {""Colors"": """"}}"
https://www.gsmarena.com/casio_g_zone_ca_201l-5384.php,Casio G'zOne CA-201L,"[""https://fdn2.gsmarena.com/vv/bigpic/casio-gzone-ca-201l.jpg""]","{""url"": ""https://www.gsmarena.com/casio_g_zone_ca_201l-5384.php"", ""pictures"": ""[\""https://fdn2.gsmarena.com/vv/bigpic/casio-gzone-ca-201l.jpg\""]"", ""name"": ""Casio G'zOne CA-201L"", ""Network"": {""Technology"": ""GSM / CDMA / HSPA / EVDO / LTE"", ""2G bands"": ""CDMA 800 / 1900"", """": ""HSDPA 850 / 900 / 1900 / 2100"", ""3G bands"": ""CDMA2000 1xEV-DO"", ""4G bands"": ""13"", ""Speed"": ""EV-DO Rev.A 3.1 Mbps, HSPA, LTE""}, ""Launch"": {""Announced"": ""2013, March. Released 2013, May"", ""Status"": ""Discontinued""}, ""Body"": {""Dimensions"": ""129.9 x 68.1 x 13.7 mm (5.11 x 2.68 x 0.54 in)"", ""Weight"": ""173.8 g (6.10 oz)"", ""SIM"": ""Micro-SIM"", """": ""IP67 dust/water resistant (up to 1m for 30 min)\r\nMIL-STD-810G compliant""}, ""Display"": {""Type"": ""IPS LCD"", ""Size"": ""4.0 inches, 45.5 cm2 (~51.5% screen-to-body ratio)"", ""Resolution"": ""480 x 800 pixels, 5:3 ratio (~233 ppi density)"", ""Protection"": ""Corning Gorilla Glass 2""}, ""Platform"": {""OS"": ""Android 4.0 (Ice Cream Sandwich)"", ""Chipset"": ""Qualcomm MSM8960 Snapdragon S4 Plus"", ""CPU"": ""Dual-core 1.5 GHz Krait"", ""GPU"": ""Adreno 225""}, ""Memory"": {""Card slot"": ""microSDHC (dedicated slot)"", ""Internal"": ""16GB 1GB RAM""}, ""Main Camera"": {""Single"": ""8 MP, AF"", ""Features"": ""LED flash"", ""Video"": ""Yes""}, ""Selfie camera"": {""Single"": ""1.3 MP"", ""Video"": """"}, ""Sound"": {""Loudspeaker"": ""Yes"", ""3.5mm jack"": ""Yes""}, ""Comms"": {""WLAN"": ""Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, hotspot"", ""Bluetooth"": ""4.0, A2DP"", ""Positioning"": ""GPS"", ""NFC"": ""Yes"", ""Infrared port"": ""Yes"", ""Radio"": ""No"", ""USB"": ""microUSB 2.0""}, ""Features"": {""Sensors"": ""Accelerometer, proximity, compass, thermometer, barometer""}, ""Battery"": {""Type"": ""Li-Ion 1800 mAh, removable""}, ""Misc"": {""Colors"": ""Black, Red"", ""Price"": ""About 270 EUR""}}"
https://www.gsmarena.com/casio_g_zone_commando-4550.php,Casio G'zOne Commando,"[""https://fdn2.gsmarena.com/vv/bigpic/casio-gzone-commando.jpg""]","{""url"": ""https://www.gsmarena.com/casio_g_zone_commando-4550.php"", ""pictures"": ""[\""https://fdn2.gsmarena.com/vv/bigpic/casio-gzone-commando.jpg\""]"", ""name"": ""Casio G'zOne Commando"", ""Network"": {""Technology"": ""CDMA / EVDO"", ""2G bands"": ""CDMA 800 / 1900"", ""3G bands"": ""CDMA2000 1xEV-DO"", ""Speed"": ""EV-DO Rev.A 3.1 Mbps""}, ""Launch"": {""Announced"": ""2011, April. Released 2011, April"", ""Status"": ""Discontinued""}, ""Body"": {""Dimensions"": ""129 x 65.5 x 15.2 mm (5.08 x 2.58 x 0.60 in)"", ""Weight"": ""154 g (5.43 oz)"", ""SIM"": ""Mini-SIM"", """": ""IP67 dust/water resistant (up to 1m for 30 min)\r\nMIL-STD-810G compliant""}, ""Display"": {""Type"": ""TFT"", ""Size"": ""3.6 inches, 36.9 cm2 (~43.7% screen-to-body ratio)"", ""Resolution"": ""480 x 800 pixels, 5:3 ratio (~259 ppi density)""}, ""Platform"": {""OS"": ""Android 2.3 (Gingerbread)""}, ""Memory"": {""Card slot"": ""microSDHC (dedicated slot), 8 GB included"", ""Internal"": ""1GB 512MB RAM""}, ""Main Camera"": {""Single"": ""5 MP, AF"", ""Features"": ""LED flash"", ""Video"": ""Yes""}, ""Selfie camera"": {"""": ""No""}, ""Sound"": {""Loudspeaker"": ""Yes"", ""3.5mm jack"": ""Yes""}, ""Comms"": {""WLAN"": ""Wi-Fi 802.11 b/g/n, hotspot"", ""Bluetooth"": ""2.1, A2DP, EDR"", ""Positioning"": ""GPS, A-GPS"", ""Radio"": ""No"", ""USB"": ""microUSB 2.0""}, ""Features"": {""Sensors"": ""Accelerometer, proximity, compass, thermometer"", """": ""MP4/H.264 player\r\nMP3/WAV/eAAC+ player\r\nOrganizer\r\nPhoto/video editor\r\nDocument viewer/editor\r\nVoice memo/dial/commands\r\nPredictive text input""}, ""Battery"": {""Type"": ""Removable Li-Ion 1460 mAh battery"", ""Stand-by"": ""Up to 270 h"", ""Talk time"": ""Up to 7 h 30 min""}, ""Misc"": {""Colors"": ""Black"", ""SAR"": ""1.13 W/kg (head) \u00a0 \u00a0 1.44 W/kg (body)"", ""Price"": ""About 300 EUR""}}"
https://www.gsmarena.com/casio_g_zone_ravine_2-4551.php,Casio G'zOne Ravine 2,"[""https://fdn2.gsmarena.com/vv/bigpic/casio-gzone-ravine-2.jpg""]","{""url"": ""https://www.gsmarena.com/casio_g_zone_ravine_2-4551.php"", ""pictures"": ""[\""https://fdn2.gsmarena.com/vv/bigpic/casio-gzone-ravine-2.jpg\""]"", ""name"": ""Casio G'zOne Ravine 2"", ""Network"": {""Technology"": ""GSM / CDMA / EVDO"", ""2G bands"": ""CDMA 800 / 1900"", """": ""GSM 850 / 900 / 1800 / 1900"", ""3G bands"": ""CDMA2000 1xEV-DO"", ""Speed"": ""EV-DO Rev.A 3.1 Mbps""}, ""Launch"": {""Announced"": ""2011, November. Released 2011, November"", ""Status"": ""Discontinued""}, ""Body"": {""Dimensions"": ""109.9 x 50.5 x 21.1 mm (4.33 x 1.99 x 0.83 in)"", ""Weight"": ""138 g (4.87 oz)"", ""SIM"": ""Mini-SIM"", """": ""IP67 dust/water resistant (up to 1m for 30 min)\r\nMIL-STD-810F compliant\r\nFlashlight""}, ""Display"": {""Type"": ""TFT"", ""Size"": ""2.2 inches, 15.0 cm2 (~27.0% screen-to-body ratio)"", ""Resolution"": ""240 x 320 pixels, 4:3 ratio (~182 ppi density)"", """": ""Secondary CSTN, 128 x 128 pixels, 1.38 inches""}, ""Memory"": {""Card slot"": ""microSDHC (dedicated slot)"", ""Phonebook"": ""1000 entries, Photocall"", ""Call records"": ""Yes"", ""Internal"": ""512MB 256MB RAM""}, ""Main Camera"": {""Single"": ""3.15 MP, AF"", ""Features"": ""LED flash"", ""Video"": ""Yes""}, ""Selfie camera"": {"""": ""No""}, ""Sound"": {""Loudspeaker"": ""Yes"", ""3.5mm jack"": ""No"", """": ""2.5 mm audio jack""}, ""Comms"": {""WLAN"": ""No"", ""Bluetooth"": ""3.0, A2DP"", ""Positioning"": ""GPS, A-GPS"", ""Radio"": ""No"", ""USB"": ""microUSB 2.0""}, ""Features"": {""Sensors"": ""Compass, thermometer"", ""Messaging"": ""SMS, MMS, Email"", ""Games"": ""Yes"", ""Java"": ""No"", """": ""SNS integration\r\nMP4/H.264/WMV player\r\nMP3/WAV/eAAC+ player\r\nOrganizer\r\nDocument viewer\r\nVoice memo/dial\r\nPredictive text input""}, ""Battery"": {""Type"": ""Removable Li-Ion 1150 mAh battery"", ""Stand-by"": ""Up to 506 h"", ""Talk time"": ""Up to 4 h 41 min""}, ""Misc"": {""Colors"": ""Black"", ""SAR"": ""1.00 W/kg (head) \u00a0 \u00a0 1.12 W/kg (body)"", ""Price"": ""About 210 EUR""}}"
https://www.gsmarena.com/casio_g_zone_ravine-4553.php,Casio G'zOne Ravine,"[""https://fdn2.gsmarena.com/vv/bigpic/casio-gzone-ravine.jpg""]","{""url"": ""https://www.gsmarena.com/casio_g_zone_ravine-4553.php"", ""pictures"": ""[\""https://fdn2.gsmarena.com/vv/bigpic/casio-gzone-ravine.jpg\""]"", ""name"": ""Casio G'zOne Ravine"", ""Network"": {""Technology"": ""CDMA / EVDO"", ""2G bands"": ""CDMA 800 / 1900"", ""3G bands"": ""CDMA2000 1xEV-DO"", ""Speed"": ""EV-DO Rev.A 3.1 Mbps""}, ""Launch"": {""Announced"": ""2010, October. Released 2010, October"", ""Status"": ""Discontinued""}, ""Body"": {""Dimensions"": ""109.2 x 53.3 x 20.3 mm (4.30 x 2.10 x 0.80 in)"", ""Weight"": ""131 g (4.62 oz)"", ""SIM"": ""Mini-SIM"", """": ""IP67 dust/water resistant (up to 1m for 30 min)\r\nMIL-STD-810F compliant\r\nFlashlight""}, ""Display"": {""Type"": ""TFT, 65K colors"", ""Size"": ""2.2 inches, 15.0 cm2 (~25.8% screen-to-body ratio)"", ""Resolution"": ""240 x 320 pixels, 4:3 ratio (~182 ppi density)"", """": ""Secondary external monochrome display, 96 x 96 pixels, 1.35 inches""}, ""Memory"": {""Card slot"": ""microSD (dedicated slot)"", ""Phonebook"": ""1000 entries, Photocall"", ""Call records"": ""Yes"", ""Internal"": ""512MB 192MB RAM""}, ""Main Camera"": {""Single"": ""3.15 MP, AF"", ""Features"": ""LED flash"", ""Video"": ""Yes""}, ""Selfie camera"": {"""": ""No""}, ""Sound"": {""Loudspeaker"": ""Yes, with stereo speakers"", ""3.5mm jack"": ""No"", """": ""2.5 mm audio jack""}, ""Comms"": {""WLAN"": ""No"", ""Bluetooth"": ""2.1, A2DP, EDR"", ""Positioning"": ""GPS, A-GPS"", ""Radio"": ""No"", ""USB"": ""microUSB 2.0""}, ""Features"": {""Sensors"": ""Accelerometer, compass, thermometer"", ""Messaging"": ""SMS(threaded view), MMS, Email"", ""Games"": ""Yes"", ""Java"": ""No"", """": ""SNS integration\r\nMP4/H.264/WMV player\r\nMP3/WAV/eAAC+ player\r\nOrganizer\r\nDocument viewer\r\nVoice memo/dial/commands\r\nPredictive text input""}, ""Battery"": {""Type"": ""Removable Li-Ion 1140 mAh battery"", ""Stand-by"": """", ""Talk time"": """"}, ""Misc"": {""Colors"": ""Black""}}"
https://www.gsmarena.com/casio_g_zone_brigade-4558.php,Casio G'zOne Brigade,"[""https://fdn2.gsmarena.com/vv/bigpic/casio-gzone-brigade.jpg""]","{""url"": ""https://www.gsmarena.com/casio_g_zone_brigade-4558.php"", ""pictures"": ""[\""https://fdn2.gsmarena.com/vv/bigpic/casio-gzone-brigade.jpg\""]"", ""name"": ""Casio G'zOne Brigade"", ""Network"": {""Technology"": ""CDMA / EVDO"", ""2G bands"": ""CDMA 800 / 1900"", ""3G bands"": ""CDMA2000 1xEV-DO"", ""Speed"": ""EV-DO Rev.A 3.1 Mbps""}, ""Launch"": {""Announced"": ""2010, February. Released 2011, March"", ""Status"": ""Discontinued""}, ""Body"": {""Dimensions"": ""112.8 x 56.2 x 24.6 mm (4.44 x 2.21 x 0.97 in)"", ""Weight"": ""170 g (6.00 oz)"", ""SIM"": ""Mini-SIM"", """": ""IP67 dust/water resistant (up to 1m for 30 min)\r\nMIL-STD-810F compliant\r\nFlashlight""}, ""Display"": {""Type"": ""TFT, 65K colors"", ""Size"": ""2.9 inches, 23.9 cm2 (~37.8% screen-to-body ratio)"", ""Resolution"": ""400 x 240 pixels, 5:3 ratio (~161 ppi density)"", """": ""Secondary external monochrome display, 128 x 96 pixels, 1.2 inches""}, ""Memory"": {""Card slot"": ""microSDHC (dedicated slot)"", ""Phonebook"": ""500 entries, Photocall"", ""Call records"": ""Yes"", ""Internal"": ""256MB (123MB user available), 192MB RAM"", """": """"}, ""Main Camera"": {""Single"": ""3.15 MP, AF"", ""Features"": ""LED flash"", ""Video"": ""Yes""}, ""Selfie camera"": {"""": ""No""}, ""Sound"": {""Loudspeaker"": ""Yes"", ""3.5mm jack"": ""No"", """": ""2.5 mm audio jack""}, ""Comms"": {""WLAN"": ""No"", ""Bluetooth"": ""2.1, A2DP, EDR"", ""Positioning"": ""GPS, A-GPS"", ""Radio"": ""No"", ""USB"": ""microUSB 2.0""}, ""Features"": {""Sensors"": ""Accelerometer, compass, thermometer"", ""Messaging"": ""SMS(threaded view), MMS, Email"", ""Games"": ""Yes"", ""Java"": ""No"", """": ""SNS integration\r\nMP4/H.264/WMV player\r\nMP3/WAV/eAAC+ player\r\nOrganizer\r\nDocument viewer\r\nVoice memo/dial/commands\r\nPredictive text input""}, ""Battery"": {""Type"": ""Removable Li-Ion 1440 mAh battery"", ""Stand-by"": ""Up to 760 h"", ""Talk time"": ""Up to 6 h""}, ""Misc"": {""Colors"": ""Black""}}"
https://www.gsmarena.com/fujitsu_siemens_t830-1954.php,Fujitsu Siemens T830,"[""https://fdn2.gsmarena.com/vv/bigpic/fs-t810.gif""]","{""url"": ""https://www.gsmarena.com/fujitsu_siemens_t830-1954.php"", ""pictures"": ""[\""https://fdn2.gsmarena.com/vv/bigpic/fs-t810.gif\""]"", ""name"": ""Fujitsu Siemens T830"", ""Network"": {""Technology"": ""GSM / UMTS"", ""2G bands"": ""GSM 900 / 1800 / 1900"", ""3G bands"": ""UMTS 2100"", ""Speed"": ""Yes, 384 kbps""}, ""Launch"": {""Announced"": ""2006, August"", ""Status"": ""Discontinued""}, ""Body"": {""Dimensions"": ""126 x 64 x 21 mm (4.96 x 2.52 x 0.83 in)"", ""Weight"": ""190 g (6.70 oz)"", ""Keyboard"": ""QWERTY"", ""SIM"": ""Mini-SIM""}, ""Display"": {""Type"": ""TFT resistive touchscreen, 65K colors"", ""Size"": ""2.4 inches, 18.6 cm2 (~23.0% screen-to-body ratio)"", ""Resolution"": ""240 x 240 pixels, 1:1 ratio (~141 ppi density)"", """": ""5-way navigation key""}, ""Platform"": {""OS"": ""Microsoft Windows Mobile 5.0 Phone Edition"", ""CPU"": ""Intel PXA272 416 MHz""}, ""Memory"": {""Card slot"": ""SD"", ""Internal"": ""64MB RAM, 128MB ROM""}, ""Main Camera"": {""Single"": ""2 MP, AF"", ""Video"": ""Yes""}, ""Selfie camera"": {""Single"": ""VGA videocall camera"", ""Video"": """"}, ""Sound"": {""Loudspeaker"": ""Yes"", ""Alert types"": ""Vibration; Downloadable polyphonic, MP3 ringtones"", ""3.5mm jack"": ""No""}, ""Comms"": {""WLAN"": ""Wi-Fi 802.11b/g"", ""Bluetooth"": ""2.0"", ""Positioning"": ""GPS, SiRF GCS3F receiver"", ""Radio"": ""No"", ""USB"": ""Proprietary""}, ""Features"": {""Sensors"": """", ""Browser"": ""HTML (PocketIE)"", """": ""SiRF GCS3F receiver\r\nVideo telephony\r\nPocket Office \r\nMP3/AAC/AAC+/WMA/OGG/AMR player\r\nWMV/MP4 player\r\nOrganizer\r\nVoice memo""}, ""Battery"": {""Type"": ""Removable Li-Ion 1500 mAh battery"", ""Stand-by"": ""Up to 150 h"", ""Talk time"": ""Up to 4 h""}, ""Misc"": {""Colors"": ""Silver""}}"
https://www.gsmarena.com/fujitsu_siemens_t810-1953.php,Fujitsu Siemens T810,"[""https://fdn2.gsmarena.com/vv/bigpic/fs-t810.gif""]","{""url"": ""https://www.gsmarena.com/fujitsu_siemens_t810-1953.php"", ""pictures"": ""[\""https://fdn2.gsmarena.com/vv/bigpic/fs-t810.gif\""]"", ""name"": ""Fujitsu Siemens T810"", ""Network"": {""Technology"": ""GSM / UMTS"", ""2G bands"": ""GSM 900 / 1800 / 1900"", ""3G bands"": ""UMTS 2100"", ""Speed"": ""Yes, 384 kbps""}, ""Launch"": {""Announced"": ""2006, August"", ""Status"": ""Discontinued""}, ""Body"": {""Dimensions"": ""126 x 64 x 21 mm (4.96 x 2.52 x 0.83 in)"", ""Weight"": ""190 g (6.70 oz)"", ""Keyboard"": ""QWERTY"", ""SIM"": ""Mini-SIM""}, ""Display"": {""Type"": ""TFT resistive touchscreen, 65K colors"", ""Size"": ""2.4 inches, 18.6 cm2 (~23.0% screen-to-body ratio)"", ""Resolution"": ""240 x 240 pixels, 1:1 ratio (~141 ppi density)"", """": ""5-way navigation key""}, ""Platform"": {""OS"": ""Microsoft Windows Mobile 5.0 Phone Edition"", ""CPU"": ""Intel PXA272 416 MHz""}, ""Memory"": {""Card slot"": ""SD"", ""Internal"": ""64MB RAM, 128MB ROM""}, ""Main Camera"": {"""": ""No""}, ""Selfie camera"": {""Single"": ""Yes"", ""Video"": """"}, ""Sound"": {""Loudspeaker"": ""Yes"", ""Alert types"": ""Vibration; Downloadable polyphonic, MP3 ringtones"", ""3.5mm jack"": ""No""}, ""Comms"": {""WLAN"": ""Wi-Fi 802.11b/g"", ""Bluetooth"": ""2.0"", ""Positioning"": ""GPS, SiRF GCS3F receiver"", ""Radio"": ""No"", ""USB"": ""Proprietary""}, ""Features"": {""Sensors"": """", ""Browser"": ""HTML (PocketIE)"", """": ""Pocket Office \r\nMP3/AAC/AAC+/WMA/OGG/AMR player\r\nWMV/MP4 player\r\nOrganizer\r\nVoice memo""}, ""Battery"": {""Type"": ""Removable Li-Ion 1500 mAh battery"", ""Stand-by"": ""Up to 150 h"", ""Talk time"": ""Up to 4 h""}, ""Misc"": {""Colors"": ""Silver""}}"
